,0,1,2,3,4
2228,122,392,892,371,849
2229,786,694,297,833,896
2230,136,652,764,268,463
2231,626,367,804,316,218
2232,382,602,148,58,162
2233,129,142,76,772,398
2234,70,480,882,427,94
2235,438,642,763,983,14
2236,549,40,710,47,662
2237,967,922,487,269,923
2238,520,911,460,772,932
2239,468,146,238,672,346
2240,728,105,159,505,944
2241,432,697,143,385,735
2242,391,95,668,16,978
2243,120,659,381,296,162
2244,934,827,817,327,787
2245,449,197,450,572,362
2246,767,837,723,387,491
2247,739,189,337,160,674
2248,355,685,840,653,78
2249,442,651,33,742,52
2250,793,331,920,322,585
2251,627,407,998,814,26
2252,222,988,601,529,241
2253,476,338,587,260,352
2254,120,297,380,959,46
2255,910,795,902,908,825
2256,524,118,675,16,555
2257,691,3,513,920,103
2258,86,823,457,756,867
2259,711,569,470,631,274
2260,216,775,133,343,298
2261,245,93,685,759,416
2262,215,168,21,86,226
2263,209,6,251,599,808
2264,509,246,778,323,607
2265,533,261,457,658,66
2266,340,358,378,608,482
2267,932,529,393,824,708
2268,326,576,379,902,561
2269,213,58,829,714,517
2270,660,999,742,440,603
2271,961,946,728,577,597
2272,927,24,478,654,447
2273,183,221,551,418,669
2274,504,233,54,165,902
2275,5,477,511,540,607
2276,780,463,661,484,141
2277,425,622,305,743,856
2278,980,33,478,973,386
2279,786,249,596,175,601
2280,126,439,151,361,59
2281,532,968,776,330,326
2282,622,929,499,866,131
2283,813,615,363,45,690
2284,209,225,879,77,406
2285,460,815,437,959,52
2286,476,777,934,723,361
2287,121,943,358,892,928
2288,488,654,87,360,925
2289,195,687,271,220,545
2290,239,960,118,254,357
2291,250,175,558,51,275
2292,691,414,233,628,350
2293,418,925,728,688,145
2294,591,842,12,458,522
2295,305,619,522,895,569
2296,946,80,796,161,361
2297,145,808,676,888,888
2298,528,220,328,371,329
2299,121,746,4,874,191
2300,232,336,120,304,807
2301,177,358,332,689,908
2302,27,769,729,259,97
2303,839,306,574,516,410
2304,754,330,11,641,97
2305,386,231,876,102,210
2306,385,913,383,885,766
2307,188,819,335,934,36
2308,122,465,900,396,401
2309,202,697,304,669,357
2310,136,732,610,40,255
2311,471,71,236,403,549
2312,558,439,754,502,10
2313,292,485,280,162,855
2314,261,887,242,434,639
2315,468,385,661,814,832
2316,319,223,997,975,291
2317,50,695,495,147,80
2318,441,307,241,304,722
2319,182,412,232,677,38
2320,567,490,309,986,743
2321,102,637,116,885,448
2322,18,883,295,549,653
2323,261,382,481,718,480
2324,428,446,859,282,123
2325,823,419,244,177,116
2326,253,704,45,911,861
2327,101,484,42,637,443
2328,366,537,239,223,888
2329,578,913,297,251,58
2330,524,170,685,285,563
2331,470,961,598,874,452
2332,196,525,983,569,936
2333,519,566,760,18,798
2334,676,402,614,876,613
2335,940,336,951,556,763
2336,87,303,680,157,823
2337,377,119,738,950,701
2338,34,849,857,486,884
2339,179,803,262,227,129
2340,451,260,599,462,569
2341,303,954,620,771,835
2342,348,200,649,106,680
2343,791,44,459,889,169
2344,100,622,236,191,644
2345,648,698,465,753,553
2346,194,987,778,930,424
2347,568,909,499,426,39
2348,244,109,611,970,293
2349,333,663,366,961,647
2350,484,545,320,294,842
2351,795,950,331,922,559
2352,86,844,683,589,361
2353,542,950,147,979,435
2354,549,76,487,790,807
2355,125,466,83,435,190
2356,99,798,929,152,49
2357,559,614,478,81,143
2358,286,527,375,763,943
2359,821,779,602,840,111
2360,580,946,385,805,295
2361,808,85,314,756,163
2362,941,296,541,616,83
2363,423,616,879,469,609
2364,666,308,49,655,692
2365,807,877,518,32,803
2366,609,131,852,971,436
2367,320,791,548,613,662
2368,984,724,105,512,428
2369,130,511,869,476,994
2370,460,303,78,871,990
2371,727,43,63,672,606
2372,713,776,154,368,151
2373,415,323,674,99,889
2374,664,710,744,858,615
2375,760,547,96,295,535
2376,905,750,668,612,189
2377,218,333,417,625,140
2378,443,31,339,228,273
2379,81,481,812,371,796
2380,211,655,793,970,386
2381,841,763,942,898,553
2382,777,451,357,496,656
2383,487,664,771,855,808
2384,464,197,829,650,943
2385,432,159,95,327,743
2386,214,360,931,113,980
2387,54,460,579,222,102
2388,645,421,422,468,35
2389,361,89,543,670,887
2390,211,292,751,528,760
2391,631,835,384,385,265
2392,993,187,965,743,242
2393,223,961,622,11,709
2394,178,250,472,74,230
2395,359,37,394,993,245
2396,799,754,614,591,814
2397,341,546,655,804,250
2398,419,323,86,781,452
2399,606,701,606,18,565
2400,433,961,636,481,243
2401,845,561,159,665,589
2402,546,358,891,289,850
2403,311,73,798,599,615
2404,483,787,182,524,668
2405,776,684,957,776,484
2406,405,13,813,62,962
2407,249,988,916,436,664
2408,315,525,221,728,492
2409,402,369,705,880,372
2410,772,407,855,375,145
2411,466,621,482,25,212
2412,482,749,772,985,329
2413,301,816,798,920,379
2414,738,806,51,626,863
2415,286,41,645,592,570
2416,745,378,95,146,153
2417,454,881,33,403,437
2418,149,54,78,432,227
2419,157,477,68,440,559
2420,88,779,399,131,765
2421,655,162,775,541,15
2422,5,828,493,503,644
2423,641,786,648,773,783
2424,759,25,345,594,105
2425,72,293,522,660,241
2426,908,271,561,317,209
2427,766,26,719,156,514
2428,18,887,343,697,85
2429,371,830,578,227,957
2430,870,139,968,812,580
2431,685,539,330,198,565
2432,176,413,657,916,672
2433,145,921,225,755,240
2434,121,270,430,864,231
2435,208,978,330,468,270
2436,153,328,111,564,518
2437,454,150,92,836,712
2438,906,826,103,13,393
2439,659,427,133,540,336
2440,57,172,23,413,901
2441,348,411,904,268,142
2442,594,149,226,765,100
2443,781,657,663,348,624
2444,442,365,213,159,599
2445,239,783,373,576,162
2446,861,745,99,480,750
2447,104,25,926,388,335
2448,849,55,66,795,241
2449,302,354,876,915,347
2450,835,393,935,158,477
2451,346,148,49,859,989
2452,450,352,243,189,131
2453,804,593,421,943,232
2454,416,197,988,147,3
2455,989,62,824,557,137
2456,502,417,332,688,981
2457,508,156,823,440,744
2458,20,424,981,39,119
2459,710,920,486,517,195
2460,577,977,949,149,204
2461,970,372,373,628,334
2462,902,704,840,103,979
2463,761,312,774,234,529
2464,701,260,731,604,915
2465,723,506,648,810,271
2466,784,557,318,107,4
2467,346,437,116,67,29
2468,876,922,476,498,885
2469,729,355,956,137,411
2470,790,446,820,170,888
2471,339,4,902,118,278
2472,786,185,161,501,477
2473,485,405,880,986,318
2474,564,700,794,987,598
2475,714,599,397,520,995
2476,69,34,355,628,146
2477,577,332,707,190,161
2478,513,432,395,436,862
2479,957,486,639,344,313
2480,90,445,166,996,778
2481,177,540,139,283,13
2482,355,757,684,561,139
2483,378,25,287,358,84
2484,637,722,527,620,382
2485,663,714,167,532,554
2486,510,842,870,988,120
2487,268,610,999,724,433
2488,360,794,850,797,572
2489,474,283,355,471,554
2490,977,446,755,49,330
2491,265,960,651,106,215
2492,781,28,457,399,321
2493,186,616,476,761,823
2494,36,396,93,691,593
2495,161,500,163,242,821
2496,126,164,904,993,384
2497,963,505,348,534,532
2498,30,69,423,313,563
2499,697,583,256,500,808
2500,778,767,605,89,337
2501,170,727,317,375,626
2502,188,155,523,259,609
2503,325,574,342,151,434
2504,590,223,568,315,849
2505,854,90,736,126,316
2506,846,457,389,607,631
2507,139,733,662,762,831
2508,736,451,221,998,624
2509,53,446,870,979,533
2510,938,507,704,663,352
2511,847,946,290,416,866
2512,516,235,204,461,713
2513,59,671,864,391,49
2514,672,921,784,940,400
2515,752,707,192,453,49
2516,171,688,241,338,296
2517,514,616,484,224,452
2518,920,434,775,727,944
2519,232,788,787,932,344
2520,232,882,846,233,208
2521,757,872,731,92,712
2522,418,828,6,377,933
2523,976,8,502,747,179
2524,541,278,659,249,472
2525,134,766,753,128,447
2526,901,452,364,706,170
2527,744,379,165,52,653
2528,832,863,123,487,271
2529,642,662,885,475,582
2530,369,127,409,413,411
2531,627,432,21,212,353
2532,192,206,111,368,343
2533,29,345,161,158,550
2534,803,54,688,574,424
2535,917,441,161,368,353
2536,426,554,993,950,213
2537,917,239,667,563,412
2538,232,101,271,976,794
2539,614,239,577,11,706
2540,326,201,936,199,29
2541,879,670,975,174,243
2542,393,219,407,692,875
2543,624,125,992,174,175
2544,639,311,97,994,277
2545,351,561,972,477,786
2546,223,999,536,63,252
2547,627,117,286,395,694
2548,109,620,443,183,983
2549,109,59,502,287,479
2550,366,789,929,705,570
2551,775,389,344,127,748
2552,562,964,207,657,594
2553,358,647,720,947,877
2554,848,170,768,225,535
2555,102,276,653,631,313
2556,66,208,463,705,730
2557,555,172,946,266,894
2558,225,331,774,653,230
2559,861,455,20,879,412
2560,257,693,693,46,441
2561,483,910,787,61,854
2562,126,931,501,808,570
2563,256,464,380,403,626
2564,672,506,506,640,744
2565,671,862,923,77,243
2566,81,133,854,306,33
2567,143,336,410,700,78
2568,259,383,466,416,137
2569,79,544,340,502,576
2570,257,285,25,811,775
2571,187,69,140,274,185
2572,242,155,72,207,46
2573,858,570,955,435,501
2574,275,862,192,186,612
2575,950,790,853,682,718
2576,207,759,567,885,369
2577,298,336,814,846,677
2578,135,342,178,285,747
2579,899,779,302,940,291
2580,521,655,651,993,897
2581,185,836,972,98,676
2582,32,462,695,568,495
2583,447,626,249,264,786
2584,483,938,330,760,308
2585,933,386,201,807,182
2586,644,677,26,507,244
2587,138,731,216,421,503
2588,875,695,749,23,866
2589,803,726,846,659,739
2590,548,101,395,682,322
2591,860,211,340,927,244
2592,630,831,698,117,368
2593,154,745,513,399,392
2594,88,462,138,219,921
2595,774,194,943,245,932
2596,272,236,828,463,480
2597,103,320,890,384,389
2598,390,377,608,162,235
2599,564,89,713,28,683
2600,34,865,359,415,394
2601,608,651,900,995,808
2602,705,793,375,349,857
2603,580,906,525,970,964
2604,474,668,691,889,217
2605,338,307,425,707,763
2606,542,933,692,311,388
2607,91,854,379,466,738
2608,912,749,790,282,659
2609,649,660,364,791,836
2610,565,389,127,915,728
2611,790,142,538,69,43
2612,644,904,401,998,684
2613,256,709,189,554,275
2614,140,725,76,608,648
2615,332,417,603,430,387
2616,873,262,139,496,279
2617,807,582,185,719,516
2618,865,179,922,412,681
2619,521,301,391,869,518
2620,771,346,936,264,300
2621,264,285,924,258,487
2622,143,939,191,324,929
2623,370,921,433,493,259
2624,600,996,719,259,110
2625,395,817,810,210,304
2626,917,238,547,404,193
2627,177,259,507,903,457
2628,1,900,172,330,395
2629,971,292,861,828,397
2630,39,830,609,460,749
2631,914,98,80,366,162
2632,806,122,388,418,256
2633,406,947,383,801,334
2634,44,175,336,788,265
2635,681,909,135,298,696
2636,249,533,558,627,491
2637,390,772,736,18,135
2638,451,272,324,283,215
2639,849,55,276,987,150
2640,188,984,709,239,82
2641,587,172,116,322,733
2642,672,182,608,166,140
2643,275,201,296,403,661
2644,472,262,197,15,199
2645,347,338,270,28,558
2646,96,123,121,897,419
2647,216,204,329,641,797
2648,341,198,537,530,694
2649,508,11,803,53,293
2650,35,863,512,177,957
2651,926,581,681,819,800
2652,95,715,381,229,795
2653,128,501,54,971,121
2654,924,957,441,392,958
2655,35,799,209,836,926
2656,161,153,536,814,298
2657,623,192,742,81,839
2658,256,220,373,213,721
2659,424,867,485,351,132
2660,512,475,414,869,126
2661,609,562,714,429,526
2662,770,309,60,487,682
2663,119,943,63,515,33
2664,288,988,889,743,920
2665,64,694,804,983,436
2666,173,148,159,598,899
2667,621,474,328,656,438
2668,620,510,891,350,520
2669,756,258,575,783,152
2670,138,248,237,767,803
2671,376,540,589,176,293
2672,993,514,284,95,263
2673,496,105,312,107,181
2674,403,730,247,787,658
2675,994,99,304,410,150
2676,762,219,379,745,638
2677,590,894,181,640,824
2678,544,165,360,837,269
2679,857,36,97,412,337
2680,446,534,782,161,978
2681,329,533,253,573,138
2682,245,319,641,99,912
2683,522,373,981,825,655
2684,453,185,395,901,612
2685,832,574,666,413,434
2686,926,852,479,9,528
2687,398,29,808,364,778
2688,653,892,521,233,402
2689,353,721,780,562,325
2690,581,778,658,165,400
2691,851,883,922,738,782
2692,860,303,127,819,344
2693,853,677,875,72,165
2694,674,508,63,788,779
2695,314,412,74,589,422
2696,883,341,322,912,284
2697,158,192,15,664,45
2698,199,335,529,137,464
2699,242,362,204,318,455
2700,142,389,891,580,297
2701,705,257,127,722,498
2702,786,281,57,17,145
2703,235,865,514,443,668
2704,713,558,935,357,105
2705,822,720,421,449,230
2706,122,937,688,952,342
2707,551,648,699,142,255
2708,591,450,856,22,243
2709,557,685,297,397,707
2710,449,926,652,284,405
2711,967,733,452,483,299
2712,796,288,654,534,867
2713,122,132,838,407,4
2714,426,918,148,178,421
2715,416,422,859,881,222
2716,373,963,316,928,83
2717,376,498,910,669,126
2718,822,770,717,115,834
2719,409,513,524,295,193
2720,382,279,616,473,183
2721,907,533,62,459,346
2722,5,934,313,319,672
2723,127,468,613,465,255
2724,789,51,870,986,788
2725,895,609,858,50,180
2726,24,185,111,417,354
2727,518,847,303,461,988
2728,126,72,959,223,818
2729,310,157,19,903,451
2730,536,19,218,934,352
2731,755,169,198,874,500
2732,979,482,105,54,927
2733,98,686,663,177,213
2734,484,208,227,142,752
2735,361,942,929,641,549
2736,972,932,655,841,887
2737,84,387,490,745,335
2738,118,354,995,995,89
2739,957,502,801,736,897
2740,73,973,711,287,380
2741,85,443,111,774,70
2742,143,137,829,328,399
2743,580,709,988,869,47
2744,520,820,437,871,631
2745,872,912,627,651,552
2746,98,908,412,314,587
2747,281,184,563,199,291
2748,654,857,828,30,795
2749,579,701,577,188,170
2750,207,371,186,510,449
2751,136,969,280,490,948
2752,723,341,792,10,482
2753,568,55,20,15,800
2754,321,116,665,460,626
2755,625,915,484,75,52
2756,900,44,12,848,845
2757,176,178,333,258,994
2758,272,245,128,330,860
2759,652,273,415,159,240
2760,48,992,394,818,823
2761,839,532,358,295,434
2762,427,562,214,690,569
2763,135,175,789,47,543
2764,655,507,806,500,555
2765,262,368,910,528,779
2766,76,590,191,487,238
2767,890,329,481,910,66
2768,447,299,359,558,886
2769,516,84,150,242,93
2770,985,414,260,79,342
2771,372,689,969,901,410
2772,886,697,715,788,77
2773,97,902,562,339,32
2774,632,244,880,45,130
2775,615,128,742,756,492
2776,152,938,471,424,78
2777,801,860,785,296,541
2778,345,340,188,589,350
2779,979,875,766,666,234
2780,126,568,846,265,354
2781,586,22,48,467,85
2782,174,308,135,727,574
2783,717,831,890,277,179
2784,535,845,521,771,181
2785,99,210,394,884,243
2786,578,669,415,841,464
2787,826,192,453,879,454
2788,597,699,707,919,796
2789,174,454,884,778,455
2790,14,753,70,230,541
2791,671,512,25,424,16
2792,460,68,784,945,585
2793,287,779,745,103,329
2794,799,948,255,805,991
2795,801,205,174,634,143
2796,245,321,325,580,590
2797,817,642,625,518,206
2798,498,621,27,637,447
2799,235,739,96,486,243
2800,410,631,223,515,232
2801,899,90,556,928,548
2802,618,206,751,436,93
2803,963,741,597,542,67
2804,540,35,943,254,444
2805,245,986,690,351,817
2806,613,173,107,608,315
2807,62,679,184,357,589
2808,849,695,268,806,67
2809,27,601,613,240,760
2810,547,8,278,391,606
2811,64,494,251,910,800
2812,649,661,962,449,97
2813,746,24,45,918,412
2814,20,966,311,8,244
2815,133,528,827,947,152
2816,735,258,853,357,161
2817,835,70,117,901,904
2818,192,448,215,327,599
2819,802,875,299,716,246
2820,189,216,765,368,855
2821,506,996,615,423,860
2822,866,361,355,644,842
2823,622,906,383,608,765
2824,467,275,419,16,739
2825,457,616,685,33,665
2826,895,187,231,327,522
2827,189,874,636,158,879
2828,459,177,135,997,295
2829,69,667,911,200,652
2830,957,458,210,541,671
2831,379,993,713,471,804
2832,995,499,300,72,94
2833,912,351,305,663,788
2834,843,892,853,391,121
2835,809,962,957,729,755
2836,242,902,357,306,758
2837,157,175,116,196,215
2838,305,706,793,979,305
2839,541,966,910,175,613
2840,359,788,137,1,490
2841,773,307,384,586,40
2842,516,267,843,144,652
2843,737,311,923,923,288
2844,791,828,506,29,358
2845,975,918,962,795,290
2846,83,1,39,212,602
2847,820,782,988,628,945
2848,897,665,577,722,315
2849,260,677,64,956,756
2850,918,624,754,407,601
2851,948,998,146,275,360
2852,466,459,385,712,387
2853,67,149,765,997,81
2854,977,510,476,394,753
2855,106,159,674,783,271
2856,581,180,718,568,291
2857,452,170,751,741,402
2858,370,598,108,433,68
2859,204,643,601,532,95
2860,523,302,323,484,693
2861,487,875,621,479,296
2862,541,888,324,290,735
2863,26,633,120,799,678
2864,801,943,265,494,736
2865,923,313,544,223,917
2866,788,54,267,245,530
2867,107,463,826,339,218
2868,565,558,250,209,642
2869,622,172,534,525,439
2870,281,188,760,958,36
2871,764,459,641,728,390
2872,30,145,936,81,848
2873,792,833,533,580,567
2874,893,448,378,236,210
2875,758,454,186,425,374
2876,129,225,878,684,236
2877,14,851,893,464,166
2878,28,780,327,129,794
2879,225,341,889,201,676
2880,155,362,253,442,793
2881,176,727,971,98,681
2882,715,433,243,10,968
2883,208,284,304,434,933
2884,279,907,549,622,2
2885,612,38,150,18,379
2886,593,750,660,97,331
2887,27,760,362,473,419
2888,168,995,802,682,113
2889,321,729,338,715,720
2890,830,950,47,348,603
2891,493,7,664,124,471
2892,44,702,197,44,358
2893,407,902,840,128,546
2894,729,346,711,670,389
2895,356,509,716,868,877
2896,369,187,308,537,871
2897,465,387,557,68,241
2898,270,363,292,346,11
2899,206,100,123,221,518
2900,385,614,214,669,108
2901,866,207,845,271,975
2902,115,975,374,564,124
2903,230,332,427,822,36
2904,837,332,852,245,322
2905,402,893,984,373,484
2906,731,150,851,539,230
2907,178,546,949,809,714
2908,288,456,970,507,348
2909,946,89,67,34,128
2910,673,641,684,378,585
2911,401,914,84,885,688
2912,992,136,72,695,973
2913,380,262,11,728,752
2914,882,143,501,722,142
2915,298,481,840,957,106
2916,504,202,999,33,285
2917,752,199,166,602,666
2918,137,856,834,565,901
2919,146,297,738,445,981
2920,846,827,794,214,232
2921,990,791,292,241,859
2922,554,214,218,521,606
2923,29,626,260,701,665
2924,137,757,710,236,715
2925,775,365,945,763,29
2926,500,652,451,800,290
2927,494,160,661,116,156
2928,21,78,527,241,329
2929,15,876,830,450,551
2930,110,594,309,415,204
2931,733,962,788,348,183
2932,227,303,56,739,412
2933,715,983,876,23,271
2934,541,737,544,339,259
2935,695,827,460,716,487
2936,884,444,283,282,22
2937,971,988,156,710,76
2938,951,750,922,953,362
2939,166,312,355,162,345
2940,691,483,698,60,558
2941,725,268,640,969,835
2942,906,346,824,791,817
2943,255,599,943,500,757
2944,447,377,653,7,432
2945,87,853,290,360,113
2946,753,892,938,386,777
2947,386,84,118,288,721
2948,882,393,244,118,661
2949,931,16,916,543,564
2950,771,519,58,88,247
2951,699,379,252,174,789
2952,976,437,896,145,386
2953,874,532,197,780,580
2954,575,467,63,949,287
2955,600,714,701,317,5
2956,555,501,146,326,989
2957,482,372,670,162,404
2958,732,803,915,65,339
2959,972,935,877,194,873
2960,989,18,299,700,83
2961,37,863,895,531,815
2962,79,318,28,592,478
2963,547,421,115,660,492
2964,823,463,165,238,956
2965,148,432,233,34,634
2966,963,418,340,908,746
2967,294,87,31,231,170
2968,408,588,420,950,711
2969,220,190,740,289,1
2970,88,89,56,57,759
2971,507,869,419,701,606
2972,809,323,326,424,318
2973,887,602,650,843,454
2974,571,481,274,863,305
2975,467,405,858,692,725
2976,507,876,123,723,934
2977,948,680,712,695,570
2978,142,654,669,855,443
2979,803,435,517,811,845
2980,413,405,196,122,162
2981,742,526,387,825,912
2982,393,566,574,245,921
2983,433,223,703,887,405
2984,622,585,781,652,119
2985,814,608,116,878,745
2986,81,447,92,640,969
2987,876,907,251,321,641
2988,718,72,653,782,85
2989,234,991,293,621,704
2990,478,847,627,327,902
2991,792,210,589,479,949
2992,784,190,384,528,408
2993,764,978,513,465,438
2994,46,621,469,592,985
2995,904,538,162,112,658
2996,803,329,89,941,413
2997,553,461,197,449,907
2998,608,118,552,18,522
2999,657,860,667,258,401
3000,782,184,716,938,775
3001,990,868,708,413,640
3002,393,281,869,389,225
3003,701,582,665,235,420
3004,557,660,221,560,252
3005,533,414,185,377,607
3006,374,96,926,497,67
3007,903,443,340,629,933
3008,857,889,813,620,34
3009,107,643,679,650,211
3010,694,595,719,500,228
3011,815,589,506,467,857
3012,730,631,205,127,808
3013,845,532,2,677,696
3014,398,904,530,39,998
3015,514,753,235,163,132
3016,400,562,65,530,459
3017,15,30,783,330,462
3018,272,394,972,524,117
3019,638,284,676,22,858
3020,555,421,386,762,25
3021,797,293,542,805,520
3022,996,500,967,875,646
3023,369,11,316,61,465
3024,93,20,344,247,674
3025,314,363,799,356,706
3026,993,714,788,359,258
3027,949,814,919,893,559
3028,641,579,923,815,491
3029,665,745,805,119,566
3030,79,710,759,338,967
3031,215,855,645,9,27
3032,825,281,27,240,864
3033,344,394,944,15,226
3034,223,354,102,468,711
3035,304,657,109,450,743
3036,257,822,367,851,973
3037,50,814,904,855,632
3038,917,932,430,811,913
3039,774,598,409,368,270
3040,802,535,313,847,275
3041,652,353,165,269,666
3042,35,626,368,380,560
3043,90,377,837,324,953
3044,250,375,871,372,581
3045,554,263,554,382,271
3046,918,595,166,940,765
3047,373,636,775,610,114
3048,365,636,442,873,253
3049,883,613,542,585,592
3050,746,831,558,498,68
3051,34,803,158,318,597
3052,417,55,78,3,765
3053,830,600,234,165,462
3054,79,564,53,145,504
3055,215,356,499,429,862
3056,708,763,707,578,68
3057,489,641,274,236,904
3058,1,561,576,514,371
3059,341,345,60,813,201
3060,926,600,881,796,3
3061,782,917,538,109,167
3062,840,540,382,441,725
3063,441,620,679,618,236
3064,190,565,553,747,471
3065,987,828,428,948,359
3066,911,964,432,168,850
3067,805,610,180,819,318
3068,756,857,138,143,473
3069,254,899,782,828,565
3070,325,972,916,90,708
3071,185,605,383,949,817
3072,774,750,419,168,56
3073,282,728,92,303,300
3074,57,881,881,675,2
3075,864,620,589,755,576
3076,76,86,426,233,821
3077,197,260,842,893,801
3078,702,143,484,137,386
3079,164,22,545,706,557
3080,728,834,579,864,74
3081,553,754,160,767,55
3082,950,909,731,689,722
3083,624,976,759,550,605
3084,847,449,455,430,716
3085,454,972,342,76,710
3086,767,874,818,233,996
3087,792,793,695,991,634
3088,276,665,726,41,22
3089,279,286,359,396,738
3090,542,733,875,454,699
3091,267,144,417,83,706
3092,247,712,730,951,138
3093,911,195,29,52,103
3094,171,345,195,178,66
3095,659,288,344,690,947
3096,746,922,880,387,71
3097,864,873,673,828,490
3098,629,789,50,695,430
3099,954,160,326,737,252
3100,165,199,549,159,398
3101,977,843,587,99,698
3102,365,584,288,749,296
3103,799,210,970,543,890
3104,927,573,826,464,12
3105,984,973,975,508,663
3106,704,630,993,704,389
3107,92,152,435,426,255
3108,232,35,646,399,41
3109,753,272,192,723,889
3110,654,466,847,872,180
3111,153,570,568,894,271
3112,133,3,647,880,598
3113,982,614,683,271,721
3114,834,812,125,168,267
3115,858,193,173,506,222
3116,596,825,827,22,467
3117,459,868,199,147,482
3118,4,969,828,980,565
3119,622,248,869,971,581
3120,207,28,655,92,60
3121,615,853,692,367,488
3122,408,436,441,917,674
3123,39,103,38,296,506
3124,845,199,355,364,822
3125,356,483,73,108,220
3126,844,793,284,550,558
3127,326,760,58,710,932
3128,243,897,536,654,671
3129,428,571,822,729,809
3130,215,793,528,281,186
3131,418,189,345,231,638
3132,502,407,808,71,938
3133,431,466,249,837,935
3134,979,284,569,940,617
3135,956,552,691,87,324
3136,488,329,235,882,791
3137,808,564,648,635,515
3138,836,146,718,871,885
3139,240,565,702,993,31
3140,894,105,431,445,189
3141,670,324,329,635,179
3142,884,24,324,169,123
3143,930,637,831,268,379
3144,914,719,748,789,1
3145,382,841,775,203,41
3146,919,601,491,550,611
3147,947,426,770,911,919
3148,209,51,96,225,747
3149,562,85,479,724,346
3150,207,641,489,398,815
3151,377,852,404,345,202
3152,362,321,621,160,166
3153,980,889,341,146,236
3154,744,671,234,605,370
3155,992,969,375,474,705
3156,279,532,650,355,175
3157,553,224,108,537,777
3158,919,152,844,303,345
3159,1,596,272,880,591
3160,204,4,892,676,295
3161,471,111,248,572,190
3162,789,69,206,836,339
3163,100,386,184,628,36
3164,194,2,74,78,180
3165,204,711,98,406,87
3166,653,415,762,502,228
3167,527,749,846,821,168
3168,633,610,989,96,804
3169,806,993,884,596,319
3170,323,205,589,848,238
3171,594,152,964,940,930
3172,895,987,276,164,51
3173,169,8,614,431,516
3174,998,332,296,69,411
3175,875,399,873,649,194
3176,329,188,951,817,572
3177,183,703,241,481,847
3178,10,282,634,957,870
3179,9,955,989,644,986
3180,163,957,673,635,689
3181,13,828,944,997,704
3182,584,103,654,979,217
3183,514,242,36,108,324
3184,886,198,309,739,86
3185,373,257,116,874,666
3186,637,127,624,417,603
3187,211,44,260,78,740
3188,540,297,872,813,405
3189,720,721,811,469,174
3190,778,385,351,869,74
3191,74,895,317,851,963
3192,999,25,23,919,452
3193,556,967,349,590,122
3194,976,862,543,615,226
3195,603,835,579,569,965
3196,794,730,992,721,506
3197,655,948,365,579,658
3198,71,399,999,460,450
3199,582,503,259,513,573
3200,387,128,778,27,519
3201,504,439,164,536,695
3202,953,613,293,223,391
3203,894,104,846,570,69
3204,780,126,38,880,945
3205,672,403,330,855,332
3206,83,518,961,215,759
3207,320,717,225,270,653
3208,733,800,720,698,285
3209,109,917,864,872,778
3210,621,991,167,515,215
3211,225,217,487,768,183
3212,647,15,561,341,547
3213,389,705,678,274,465
3214,398,289,668,34,559
3215,357,646,833,89,906
3216,48,573,225,926,427
3217,561,402,110,422,924
3218,987,733,789,187,177
3219,742,348,954,302,586
3220,367,198,300,802,586
3221,846,105,936,805,270
3222,902,394,559,792,300
3223,735,498,145,41,70
3224,707,252,955,946,59
3225,851,79,758,625,341
3226,893,530,304,394,707
3227,348,597,113,631,658
3228,330,94,614,761,902
3229,880,835,106,624,483
3230,795,987,245,762,633
3231,610,999,273,866,105
3232,109,661,816,268,831
3233,1,154,213,10,285
3234,915,106,381,912,250
3235,963,513,589,156,885
3236,457,778,610,443,181
3237,151,349,696,358,802
3238,272,615,413,377,302
3239,758,281,912,19,200
3240,538,393,837,431,824
3241,26,95,502,668,278
3242,579,66,929,590,528
3243,200,661,442,197,107
3244,717,460,978,163,111
3245,103,70,600,752,515
3246,805,71,225,760,416
3247,253,986,999,28,421
3248,785,566,598,549,457
3249,406,898,875,697,443
3250,308,629,269,560,49
3251,885,492,470,717,789
3252,96,103,352,185,733
3253,824,39,886,103,159
3254,542,371,585,555,387
3255,316,138,474,377,549
3256,602,741,429,97,226
3257,173,659,958,960,817
3258,157,703,121,294,574
3259,562,3,662,53,937
3260,279,488,116,413,25
3261,705,769,222,28,372
3262,865,362,49,922,800
3263,651,591,224,863,61
3264,999,133,701,860,459
3265,687,292,807,71,828
3266,724,636,218,212,332
3267,929,676,504,962,873
3268,768,546,944,488,455
3269,136,917,225,4,734
3270,708,887,17,425,377
3271,525,867,912,179,334
3272,391,834,243,168,145
3273,662,960,464,997,799
3274,362,639,22,811,503
3275,488,481,81,553,880
3276,123,619,31,330,108
3277,523,613,218,913,251
3278,545,176,819,185,600
3279,951,421,814,955,232
3280,767,216,533,700,829
3281,876,386,389,240,761
3282,801,793,355,111,72
3283,65,937,597,149,542
3284,456,191,593,651,734
3285,307,624,10,625,766
3286,954,281,182,500,82
3287,250,430,645,307,523
3288,675,796,863,93,27
3289,104,968,630,937,846
3290,912,658,129,563,297
3291,316,231,253,850,630
3292,902,777,509,702,915
3293,283,333,407,476,809
3294,474,490,611,325,95
3295,761,486,765,564,59
3296,387,392,270,428,794
3297,746,591,12,933,800
3298,374,41,91,541,261
3299,522,750,1,397,350
3300,345,796,440,127,756
3301,923,270,174,965,996
3302,228,891,67,731,504
3303,768,481,164,846,909
